ZAB,-105.341667,36.716667
ZAB,-105,36.716667
ZAB,-103.150002,37.308334
ZAB,-102.558334,37.500000
ZAB,-102.550003,37.500000
ZAB,-102.183334,37.041668
ZAB,-101.75,36.500000
ZAB,-100,35.829166
ZAB,-100,35.333332
ZAB,-100.316666,34.866665
ZAB,-100.75,34.466667
ZAB,-102,34.599998
ZAB,-102.324997,34.549999
ZAB,-102.800003,34.316666
ZAB,-103.366669,33.775002
ZAB,-103.487503,33.637501
ZAB,-103.691666,33.402779
ZAB,-103.800003,33.383335
ZAB,-103.800003,33.000000
ZAB,-103.933334,32.466667
ZAB,-103.800003,32.033333
ZAB,-103.333336,31.650000
ZAB,-102.150002,31.283333
ZAB,-102.150002,29.808332
ZAB,-102.150002,29.251389
ZAB,-103.150002,28.950001
ZAB,-103.300003,28.950001
ZAB,-103.316666,28.950001
ZAB,-104.51667,29.433332
ZAB,-105,30.633333
ZAB,-105.800003,31.000000
ZAB,-106.449997,31.533333
ZAB,-108.199997,31.816668
ZAB,-108.199997,31.333334
ZAB,-110.75,31.333334
ZAB,-111.083336,31.333334
ZAB,-113.5,32.099998
ZAB,-113.684723,32.737499
ZAB,-114,32.683334
ZAB,-114,32.944443
ZAB,-114,33.766666
ZAB,-114,33.944443
ZAB,-114,34.666668
ZAB,-113.616669,34.916668
ZAB,-112.666664,35.383335
ZAB,-112,35.400002
ZAB,-112,35.433334
ZAB,-111.841667,35.766666
ZAB,-111.366669,35.741665
ZAB,-110.23333,35.700001
ZAB,-109.316666,35.849998
ZAB,-108.216667,36.033333
ZAB,-107.466667,36.200001
ZAB,-106.349998,36.625000
ZAB,-106.083336,36.716667
ZAB,-105.341667,36.716667
ZAU,-87.169441,43.691666
ZAU,-87,43.685001
ZAU,-86.216667,43.651112
ZAU,-85.741669,43.628056
ZAU,-84.963608,43.586666
ZAU,-85,43.500000
ZAU,-85,43.341667
ZAU,-85,43.083332
ZAU,-85,42.966667
ZAU,-85,42.166668
ZAU,-85,41.849998
ZAU,-84.76667,41.858334
ZAU,-84.76667,41.799999
ZAU,-84.75,41.583332
ZAU,-84.716667,41.283333
ZAU,-84.699997,40.908333
ZAU,-84.683334,40.775002
ZAU,-84.683334,40.666668
ZAU,-85.191666,40.483334
ZAU,-85.23333,40.466667
ZAU,-85.525002,40.354168
ZAU,-86.099998,40.000000
ZAU,-86.316666,40.000000
ZAU,-87.202774,40.000000
ZAU,-88,40.000000
ZAU,-88.25,40.000000
ZAU,-88.666664,40.000000
ZAU,-89.75,40.000000
ZAU,-90.568054,40.338890
ZAU,-91.650002,40.783333
ZAU,-91.741669,40.763889
ZAU,-93.491669,40.525002
ZAU,-93.550003,40.916668
ZAU,-93.599998,41.166668
ZAU,-93.508331,41.433334
ZAU,-93.466667,41.666668
ZAU,-93.050003,42.666668
ZAU,-93,42.783333
ZAU,-91.724998,42.724998
ZAU,-90.765282,43.688889
ZAU,-90.64167,43.816666
ZAU,-90.550003,43.900002
ZAU,-90.422218,44.038891
ZAU,-90.291664,44.154167
ZAU,-90.083336,44.154167
ZAU,-89.977776,44.154167
ZAU,-89.629166,44.154167
ZAU,-89.587502,44.154167
ZAU,-89.370834,44.183334
ZAU,-89.076111,44.224998
ZAU,-88.754166,44.159443
ZAU,-88.466667,44.099998
ZAU,-87.541664,43.966667
ZNY,-73.713890,40.215279
ZNY,-74.020836,40.141666
ZNY,-74.684723,39.983334
ZNY,-74.783333,40.109722
ZNY,-74.863892,40.112499
ZNY,-74.949997,40.086113
ZNY,-75.027779,40.093056
ZNY,-75.341667,40.066666
ZNY,-75.463890,39.966389
ZNY,-75.650002,39.849998
ZNY,-75.901665,39.691666
ZNY,-75.965553,39.645000
ZNY,-76.041664,39.595276
ZNY,-76.347221,39.391666
ZNY,-76.855553,39.384998
ZNY,-77.135559,39.455002
ZNY,-77.241669,39.486111
ZNY,-77.358330,39.509998
ZNY,-77.355553,39.539444
ZNY,-77.356667,39.683334
ZNY,-77.350830,39.779167
ZNY,-77.617226,39.772221
ZNY,-77.840279,39.855556
ZNY,-77.858330,40.156944
ZNY,-77.875000,40.450001
ZNY,-77.872223,40.516666
ZNY,-77.879166,40.549999
ZNY,-77.933334,40.608334
ZNY,-78.127777,40.858334
ZNY,-77.949997,41.119446
ZNY,-77.808334,41.308334
ZNY,-77.633331,41.555557
ZNY,-77.541664,41.677776
ZNY,-77.416664,41.875000
ZNY,-77.236115,42.174999
ZNY,-77.041664,42.302776
ZNY,-76.416664,42.333332
ZNY,-76.233330,42.366665
ZNY,-76.052780,42.311943
ZNY,-76.016670,42.283333
ZNY,-75.341667,41.988888
ZNY,-74.908333,41.801388
ZNY,-74.800003,41.758335
ZNY,-74.766670,41.733334
ZNY,-74.658333,41.625000
ZNY,-74.433334,41.527779
ZNY,-74.344444,41.494446
ZNY,-74.058334,41.333332
ZNY,-74.050003,41.311111
ZNY,-73.895836,41.258335
ZNY,-73.862503,41.000000
ZNY,-73.877777,40.968056
ZNY,-73.868057,40.850555
ZNY,-73.754166,40.851387
ZNY,-73.377777,40.858334
ZNY,-73.291664,40.801388
ZNY,-73.441666,40.588890
ZNY,-73.636108,40.331944
ZNY,-73.713890,40.215279
ZBW,-71.48333,45.016666
ZBW,-71.333336,45.283333
ZBW,-71,45.316666
ZBW,-70.724998,45.525002
ZBW,-70.502777,45.686111
ZBW,-70.25,45.908333
ZBW,-70.208336,46.308334
ZBW,-70.059166,46.418056
ZBW,-70,46.691666
ZBW,-69.216667,47.450001
ZBW,-69,47.393055
ZBW,-68.566666,47.287498
ZBW,-68.394447,47.408333
ZBW,-68.272224,47.458332
ZBW,-68.199997,47.488888
ZBW,-68.066666,47.516666
ZBW,-68,47.525002
ZBW,-67.75,47.533333
ZBW,-67.527779,47.472221
ZBW,-67.333336,47.386112
ZBW,-67.175003,47.269444
ZBW,-67.083336,47.133335
ZBW,-67.041664,46.980556
ZBW,-67.058334,46.827778
ZBW,-67.133331,46.691666
ZBW,-67.255554,46.569443
ZBW,-67.300003,46.536110
ZBW,-67.216667,46.200001
ZBW,-67.216667,46.143055
ZBW,-67.583336,45.825001
ZBW,-67.802223,45.784168
ZBW,-67.758331,45.625000
ZBW,-67.333336,45.250000
ZBW,-67,44.933334
ZBW,-67,43.799999
ZBW,-66.999443,41.866669
ZBW,-67,41.616666
ZBW,-69,41.000000
ZBW,-69.341667,40.924999
ZBW,-70.87944,40.576668
ZBW,-71.311111,40.447777
ZBW,-71.335281,40.441387
ZBW,-71.511108,40.389721
ZBW,-72.5,40.072224
ZBW,-72.781944,40.198612
ZBW,-73.008331,39.994446
ZBW,-73.150002,39.733334
ZBW,-73.166664,39.683334
ZBW,-73.283333,39.733334
ZBW,-73.729164,39.933334
ZBW,-73.71389,40.215279
ZBW,-73.636108,40.331944
ZBW,-73.441666,40.588890
ZBW,-73.291664,40.801388
ZBW,-73.377777,40.858334
ZBW,-73.754166,40.851387
ZBW,-73.868057,40.850555
ZBW,-73.877777,40.968056
ZBW,-73.862503,41.000000
ZBW,-73.895836,41.258335
ZBW,-74.050003,41.311111
ZBW,-74.058334,41.333332
ZBW,-74.344444,41.494446
ZBW,-74.433334,41.527779
ZBW,-74.658333,41.625000
ZBW,-74.76667,41.733334
ZBW,-74.800003,41.758335
ZBW,-74.908333,41.801388
ZBW,-75.341667,41.988888
ZBW,-76.01667,42.283333
ZBW,-76.05278,42.311943
ZBW,-76.23333,42.366665
ZBW,-76.80278,42.608334
ZBW,-76.683334,42.791668
ZBW,-76.666664,42.883335
ZBW,-76.73333,43.016666
ZBW,-76.763885,43.066666
ZBW,-76.775002,43.329166
ZBW,-76.791664,43.633335
ZBW,-76.429083,44.089389
ZBW,-76.183333,44.222222
ZBW,-76.160811,44.295008
ZBW,-75.9685,44.387508
ZBW,-75.75,44.533333
ZBW,-74.769722,44.813332
ZBW,-74.683334,44.833332
ZBW,-74.194443,44.976387
ZBW,-73.400002,45.000000
ZDC,-79,39.533333
ZDC,-78.652779,39.638889
ZDC,-78.558334,39.671665
ZDC,-78.199997,39.766666
ZDC,-77.837502,39.788887
ZDC,-77.840279,39.855556
ZDC,-77.617226,39.772221
ZDC,-77.35083,39.779167
ZDC,-77.356667,39.683334
ZDC,-77.355553,39.539444
ZDC,-77.35833,39.509998
ZDC,-77.241669,39.486111
ZDC,-77.135559,39.455002
ZDC,-76.855553,39.384998
ZDC,-76.347221,39.391666
ZDC,-76.041664,39.595276
ZDC,-75.965553,39.645000
ZDC,-75.901665,39.691666
ZDC,-75.650002,39.849998
ZDC,-75.46389,39.966389
ZDC,-75.341667,40.066666
ZDC,-75.027779,40.093056
ZDC,-74.949997,40.086113
ZDC,-74.863892,40.112499
ZDC,-74.783333,40.109722
ZDC,-74.684723,39.983334
ZDC,-74.020836,40.141666
ZDC,-73.71389,40.215279
ZDC,-73.729164,39.933334
ZDC,-73.283333,39.733334
ZDC,-73.166664,39.683334
ZDC,-73.150002,39.733334
ZDC,-72.884171,39.733334
ZDC,-72.5,39.337223
ZDC,-72.270554,39.096668
ZDC,-72.5,38.766666
ZDC,-72.800003,38.333332
ZDC,-72.834442,38.283333
ZDC,-73.51667,38.566666
ZDC,-73.849998,38.741669
ZDC,-73.98333,38.541668
ZDC,-74.5997,36.787700
ZDC,-74.9369,35.496900
ZDC,-75.19,35.308000
ZDC,-75.6822,34.600800
ZDC,-76.7794,32.967700
ZDC,-78.074997,33.950001
ZDC,-78.191666,34.041668
ZDC,-78.75,34.444443
ZDC,-79.333336,34.424999
ZDC,-79.833336,34.788887
ZDC,-79.916664,34.849998
ZDC,-80.147224,34.855556
ZDC,-80,35.108334
ZDC,-79.800003,35.383335
ZDC,-79.745834,36.087502
ZDC,-79.949997,36.154167
ZDC,-79.973335,36.200001
ZDC,-80.25,36.666668
ZDC,-80.259445,36.684723
ZDC,-80.581108,37.255554
ZDC,-80.630554,37.333332
ZDC,-80.748055,37.303612
ZDC,-80.838608,37.470833
ZDC,-80.716667,38.041668
ZDC,-80.650002,38.299999
ZDC,-80.566666,38.766666
ZDC,-80.400002,39.166668
ZDC,-79.894447,39.173611
ZDC,-79.543053,39.370834
ZDV,-107.066666,42.483334
ZDV,-107.283333,43.883335
ZDV,-106.26667,44.316666
ZDV,-106,45.237499
ZDV,-104.25,45.116665
ZDV,-103.166664,44.958332
ZDV,-101.48333,44.700001
ZDV,-101.408333,43.708332
ZDV,-100.099998,43.288887
ZDV,-99.01667,42.000000
ZDV,-99.025002,41.716667
ZDV,-99.047226,40.883335
ZDV,-99.058334,39.983334
ZDV,-98.800003,39.466667
ZDV,-99.5,39.116665
ZDV,-100.875,38.408333
ZDV,-101.158333,38.258335
ZDV,-102.558334,37.500000
ZDV,-103.150002,37.308334
ZDV,-105,36.716667
ZDV,-105.341667,36.716667
ZDV,-106.083336,36.716667
ZDV,-106.349998,36.625000
ZDV,-107.466667,36.200001
ZDV,-108.216667,36.033333
ZDV,-109.316666,35.849998
ZDV,-110.23333,35.700001
ZDV,-111.366669,35.741665
ZDV,-111.841667,35.766666
ZDV,-111.504166,36.420834
ZDV,-111.60833,36.733334
ZDV,-111.879166,37.412498
ZDV,-110.883331,37.833332
ZDV,-110.156944,38.129166
ZDV,-109.98333,38.200001
ZDV,-109.98333,38.933334
ZDV,-109.98333,39.216667
ZDV,-110.300003,39.583332
ZDV,-109.816666,39.763889
ZDV,-109.166664,40.000000
ZDV,-109.150002,40.233334
ZDV,-109.099998,40.849998
ZDV,-108.275002,41.366665
ZDV,-107.050003,42.416668
ZFW,-96.949997,35.495834
ZFW,-96.404167,35.650002
ZFW,-96.050003,35.870834
ZFW,-95.612503,36.016666
ZFW,-95,35.654167
ZFW,-95,35.383335
ZFW,-95,35.066666
ZFW,-94.925003,34.933334
ZFW,-94.783333,34.691666
ZFW,-94.783333,34.683334
ZFW,-94.533333,34.533333
ZFW,-93.541664,34.033333
ZFW,-93.158333,33.950001
ZFW,-93.008331,33.833332
ZFW,-92.400002,33.375000
