84
-97.083336,35.458332
-97.188060,35.466390
-97.583336,35.491670
-97.883330,35.925000
-98.016670,35.883330
-98.148330,35.862500
-98.466670,35.816666
-99.227776,35.816666
-99.383610,35.833332
-100.000000,35.829166
-101.133330,36.275000
-101.472220,36.397220
-101.750000,36.500000
-102.183334,37.041668
-102.550000,37.500000
-101.936110,37.841667
-101.233330,38.218613
-101.158330,38.258330
-100.875000,38.408333
-99.630554,39.058334
-99.216670,39.266666
-98.800000,39.466667
-97.883330,39.666668
-96.966670,39.866670
-96.083336,40.050000
-95.916664,40.079166
-95.550000,40.150000
-94.500000,40.350555
-94.266670,40.391666
-94.072500,40.427776
-93.908330,40.458332
-93.491670,40.525000
-92.716670,40.634724
-91.741670,40.763890
-91.650000,40.783333
-91.400000,40.683334
-91.233330,40.615276
-90.927780,40.488888
-90.731940,40.408333
-90.568054,40.338890
-90.333336,40.241670
-89.875830,40.052500
-89.750000,40.000000
-88.250000,40.000000
-88.183334,39.904167
-88.148056,39.868332
-88.129166,39.386112
-88.121666,39.195557
-88.110275,38.899166
-88.106670,38.808056
-88.102776,38.703610
-88.100830,38.651390
-88.094444,38.485280
-88.233330,38.150000
-88.270000,37.962776
-88.316666,37.725000
-88.833336,37.533333
-89.050000,37.483334
-89.183334,37.458332
-89.998340,37.278890
-90.034450,37.270832
-90.335556,37.203056
-90.381940,37.192223
-90.416950,37.184166
-90.566666,37.150000
-90.882774,37.103333
-92.600000,36.833890
-92.643890,36.826668
-92.865830,36.790000
-93.250000,36.725000
-93.533330,36.666668
-93.750000,36.625000
-93.786670,36.618332
-94.020836,36.575000
-94.408330,36.491670
-94.683334,36.433334
-95.366670,35.870834
-95.612500,36.016666
-95.841670,35.941666
-95.983330,35.883330
-96.050000,35.870834
-96.233330,35.750000
-96.404170,35.650000
-96.839165,35.527780
-97.083336,35.458332
